time_s,ecg_raw,ecg_cleaned
3.069999999999999951e-01,5.210000000000000000e+02,3.659110211431817561e+01
3.079999999999999960e-01,5.180000000000000000e+02,3.623369207329185571e+01
3.089999999999999969e-01,5.160000000000000000e+02,3.579280062228023240e+01
3.099999999999999978e-01,5.160000000000000000e+02,3.529829268153046229e+01
3.109999999999999987e-01,5.140000000000000000e+02,3.478308893981035510e+01
3.119999999999999996e-01,5.130000000000000000e+02,3.428132877852063842e+01
3.130000000000000004e-01,5.120000000000000000e+02,3.382658777652036264e+01
3.140000000000000013e-01,5.130000000000000000e+02,3.345026260326747547e+01
3.150000000000000022e-01,5.150000000000000000e+02,3.318020017442769642e+01
3.160000000000000031e-01,5.160000000000000000e+02,3.303960819107729208e+01
3.170000000000000040e-01,5.160000000000000000e+02,3.304624923854157004e+01
3.180000000000000049e-01,5.160000000000000000e+02,3.321189967826844480e+01
3.190000000000000058e-01,5.150000000000000000e+02,3.354205170361259292e+01
3.200000000000000067e-01,5.150000000000000000e+02,3.403584816568148597e+01
3.210000000000000075e-01,5.140000000000000000e+02,3.468625562473418711e+01
3.220000000000000084e-01,5.150000000000000000e+02,3.548049142422738100e+01
3.230000000000000093e-01,5.170000000000000000e+02,3.640071808399002151e+01
3.240000000000000102e-01,5.190000000000000000e+02,3.742500018637298353e+01
3.250000000000000111e-01,5.230000000000000000e+02,3.852848797213586352e+01
3.260000000000000120e-01,5.250000000000000000e+02,3.968475595362892250e+01
3.270000000000000129e-01,5.270000000000000000e+02,4.086719423472975166e+01
3.280000000000000138e-01,5.290000000000000000e+02,4.205033356979556913e+01
3.290000000000000147e-01,5.300000000000000000e+02,4.321098653103043574e+01
3.300000000000000155e-01,5.330000000000000000e+02,4.432910558958801062e+01
3.310000000000000164e-01,5.330000000000000000e+02,4.538829129375886851e+01
3.320000000000000173e-01,5.300000000000000000e+02,4.637592733100932207e+01
3.330000000000000182e-01,5.270000000000000000e+02,4.728297068623801636e+01
3.340000000000000191e-01,5.270000000000000000e+02,4.810347575493430838e+01
3.350000000000000200e-01,5.300000000000000000e+02,4.883396646502517768e+01
3.360000000000000209e-01,5.320000000000000000e+02,4.947277788028402057e+01
3.370000000000000218e-01,5.310000000000000000e+02,5.001946917671175896e+01
3.380000000000000226e-01,5.310000000000000000e+02,5.047437660809443827e+01
3.390000000000000235e-01,5.340000000000000000e+02,5.083834129144772618e+01
3.400000000000000244e-01,5.360000000000000000e+02,5.111261602575912377e+01
3.410000000000000253e-01,5.370000000000000000e+02,5.129892638300784569e+01
3.420000000000000262e-01,5.380000000000000000e+02,5.139963615897187310e+01
3.430000000000000271e-01,5.390000000000000000e+02,5.141795196413571745e+01
3.439999999999999725e-01,5.400000000000000000e+02,5.135809987702374002e+01
3.449999999999999734e-01,5.390000000000000000e+02,5.122541778119768452e+01
3.459999999999999742e-01,5.380000000000000000e+02,5.102632767641701861e+01
3.469999999999999751e-01,5.360000000000000000e+02,5.076817977792818937e+01
3.479999999999999760e-01,5.340000000000000000e+02,5.045898942255852404e+01
3.489999999999999769e-01,5.340000000000000000e+02,5.010711136469770821e+01
3.499999999999999778e-01,5.330000000000000000e+02,4.972090738871326465e+01
3.509999999999999787e-01,5.320000000000000000e+02,4.930845986316730745e+01
3.519999999999999796e-01,5.330000000000000000e+02,4.887736848930462230e+01
3.529999999999999805e-01,5.350000000000000000e+02,4.843464543110815868e+01
3.539999999999999813e-01,5.340000000000000000e+02,4.798670141519716026e+01
3.549999999999999822e-01,5.320000000000000000e+02,4.753939887137455145e+01
3.559999999999999831e-01,5.320000000000000000e+02,4.709814257177598051e+01
