time_s,ecg_raw,ecg_cleaned
2.230000000000000038e-01,5.340000000000000000e+02,6.212477411204496747e+01
2.240000000000000047e-01,5.360000000000000000e+02,6.177665501697805439e+01
2.250000000000000056e-01,5.370000000000000000e+02,6.155734737812571922e+01
2.260000000000000064e-01,5.350000000000000000e+02,6.147543988140913740e+01
2.270000000000000073e-01,5.320000000000000000e+02,6.153349859945706157e+01
2.280000000000000082e-01,5.320000000000000000e+02,6.172774113963301090e+01
2.290000000000000091e-01,5.330000000000000000e+02,6.204796757881940295e+01
2.300000000000000100e-01,5.350000000000000000e+02,6.247776268545418787e+01
2.310000000000000109e-01,5.330000000000000000e+02,6.299497277737853551e+01
2.320000000000000118e-01,5.330000000000000000e+02,6.357244849237370232e+01
2.330000000000000127e-01,5.340000000000000000e+02,6.417903223067317242e+01
2.340000000000000135e-01,5.320000000000000000e+02,6.478075662993872186e+01
2.349999999999999867e-01,5.320000000000000000e+02,6.534220878951435907e+01
2.359999999999999876e-01,5.360000000000000000e+02,6.582800474918525424e+01
2.369999999999999885e-01,5.420000000000000000e+02,6.620431062417286228e+01
2.379999999999999893e-01,5.440000000000000000e+02,6.644034142825150013e+01
2.389999999999999902e-01,5.430000000000000000e+02,6.650976650263555712e+01
2.399999999999999911e-01,5.410000000000000000e+02,6.639195197642405333e+01
2.409999999999999920e-01,5.430000000000000000e+02,6.607297598212291234e+01
2.419999999999999929e-01,5.470000000000000000e+02,6.554636137296634502e+01
2.429999999999999938e-01,5.450000000000000000e+02,6.481348312691083891e+01
2.439999999999999947e-01,5.410000000000000000e+02,6.388362292266018727e+01
2.449999999999999956e-01,5.380000000000000000e+02,6.277366076543277984e+01
2.459999999999999964e-01,5.370000000000000000e+02,6.150741207899729091e+01
2.469999999999999973e-01,5.340000000000000000e+02,6.011463730389952076e+01
2.479999999999999982e-01,5.310000000000000000e+02,5.862976864095902840e+01
2.489999999999999991e-01,5.310000000000000000e+02,5.709041407339532981e+01
2.500000000000000000e-01,5.310000000000000000e+02,5.553571121283913214e+01
2.510000000000000009e-01,5.310000000000000000e+02,5.400461203870273152e+01
2.520000000000000018e-01,5.290000000000000000e+02,5.253418366214496160e+01
2.530000000000000027e-01,5.250000000000000000e+02,5.115800954431535530e+01
2.540000000000000036e-01,5.200000000000000000e+02,4.990477013227636149e+01
