beat_index,peak_sample,peak_time_s,peak_value,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,compensatory_pause_index,qrs_width_ms,qrs_peak_to_peak,qrs_area_abs,qrs_max_slope,template_corr,is_extrasystole_candidate
116,53865,53.865,-11.833913672012997,0.25,0.2979999999999947,0.4229999999999947,0.5910165484633644,0.7044917257683179,111.99999999993793,52.51809674727813,1.6251988961069,1461.0938263534122,0.045668575606460864,0
117,54163,54.163,-15.686665680733233,0.2979999999999947,0.3780000000000001,0.4229999999999947,0.7044917257683179,0.8936170212766071,83.99999999995345,17.368227133003586,0.5627204831775239,1010.9290240087033,0.07370686439498605,0
118,54541,54.541,-139.9530163862969,0.3780000000000001,0.4930000000000021,0.4229999999999947,0.8936170212766071,1.1654846335697595,38.999999999978385,291.99814988818696,5.816284085252135,20375.8411382417,0.7916030399675392,0
119,55034,55.034,-15.133978751101411,0.4930000000000021,0.4510000000000005,0.4229999999999947,1.1654846335697595,1.0661938534279105,150.99999999991633,17.709153133299047,0.47638126857839924,891.6518861663402,0.3278405652548802,0
120,55485,55.485,-141.06230606982436,0.4510000000000005,0.45700000000000074,0.4229999999999947,1.0661938534279105,1.0803782505910318,24.999999999986144,316.6943301412573,5.8407736253371585,22112.84441616549,0.7173119065322814,0
121,55942,55.942,-11.073318869926519,0.45700000000000074,0.4870000000000019,0.4229999999999947,1.0803782505910318,1.1513002364066383,151.99999999991576,16.789642149764518,0.48878199109515963,938.6820777249827,0.4265416581174371,0
122,56429,56.429,-145.59926672535323,0.4870000000000019,0.5339999999999989,0.4229999999999947,1.1513002364066383,1.2624113475177436,38.999999999978385,296.4562670748278,5.557950956666363,20942.20867516961,0.7857379379006332,0
123,56963,56.963,-11.250938954320517,0.5339999999999989,0.38400000000000034,0.4229999999999947,1.2624113475177436,0.9078014184397285,63.99999999996453,16.022205315617757,0.4325877626876992,1186.639853911406,0.016658575833143372,0
124,57347,57.347,-154.58116813285585,0.38400000000000034,0.2530000000000001,0.4229999999999947,0.9078014184397285,0.598108747044925,42.99999999997617,297.01190691741704,5.792340591210124,20526.811198888325,0.8330234618990418,0
125,57600,57.6,-4.565837957159705,0.2530000000000001,0.3269999999999982,0.4229999999999947,0.598108747044925,0.7730496453900763,64.99999999996398,33.41700761921086,1.1834944470875493,1501.046872083903,-0.08056041006601941,0
126,57927,57.927,-17.534725813205895,0.3269999999999982,0.3500000000000014,0.4229999999999947,0.7730496453900763,0.8274231678487135,116.99999999993516,21.702147742437923,0.4187050192523281,1329.0070580977435,0.08703722121598804,0
127,58277,58.277,-153.2672105481951,0.3500000000000014,0.9499999999999957,0.4229999999999947,0.8274231678487135,2.2458628841607746,72.99999999995954,322.9148505281845,5.998050880586651,22540.666357153452,0.7762621263845333,0
128,59227,59.227,-142.65137470380378,0.9499999999999957,0.25200000000000244,0.4229999999999947,2.2458628841607746,0.595744680851077,25.99999999998559,321.3309959143395,5.846085839903269,22682.14334175371,0.7013675056217211,0
129,59479,59.479,-10.294389959146216,0.25200000000000244,nan,0.4229999999999947,0.595744680851077,nan,82.999999999954,35.479998381356125,1.2696629690753205,1708.552910316299,0.03478841159410584,0
